uniprot_id	protein	sector	sector_short
Q8ZK06	Cytoplasmic protein	Other	Oth
Q8ZK07	SAM-dependent methyltransferase	Translation and protein homeostasis	Rib
Q8ZK09	Inner membrane protein	Other	Oth
Q8ZK10	Cytoplasmic protein	Other	Oth
Q8ZK11	ATPase involved in DNA repair	Other	Oth
Q8ZK13	ABC-type sugar/spermidine/putrescine Transport systems, ATPase component	Transport	Tra
Q8ZK14	Cytoplasmic protein	Other	Oth
Q8ZK15	Cytoplasmic protein	Other	Oth
Q8ZK16	ATP-dependent Lon protease	Translation and protein homeostasis	Rib
Q8ZK17	Mrr restriction endonuclease	Other	Oth
Q8ZK18	Superfamily I DNA helicases	Other	Oth
Q8ZK19	Integrase	Other	Oth
Q8ZK22	L-idonate 5-dehydrogenase	Carbon metabolism	Cbn
Q8ZK24	GntP family L-idonate Transport protein	Transport	Tra
Q8ZK25	L-idonate regulator	Other	Oth
Q8ZK28	Cytoplasmic protein	Other	Oth
Q8ZK32	Cytoplasmic protein	Other	Oth
Q8ZK36	Arginine repressor	Other	Oth
Q8ZK38	Cytoplasmic protein	Other	Oth
Q8ZK39	Transposase	Other	Oth
Q8ZK41	Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)	Carbon metabolism	Cbn
Q8ZK42	Periplasmic protein	Other	Oth
Q8ZK45	Inner membrane protein	Other	Oth
Q8ZK46	Cytoplasmic protein	Other	Oth
Q8ZK47	Endonuclease	Other	Oth
Q8ZK49	Permease	Transport	Tra
Q8ZK51	Thiamine pyrophosphate-requiring enzyme	Carbon metabolism	Cbn
Q8ZK54	Cytoplasmic protein	Other	Oth
Q8ZK55	Uncharacterized MFS-type Transporter STM4428	Transport	Tra
Q8ZK59	Arabinose operon regulatory protein	Other	Oth
Q8ZK60	Cytoplasmic protein	Other	Oth
Q8ZK63	Sugar (And Other) Transporter	Transport	Tra
Q8ZK64	Sugar (And Other) Transporter	Transport	Tra
Q8ZK65	Transcriptional regulator	Other	Oth
Q8ZK68	Imidazolonepropionase and related amidohydrolases	Amino acid biosynthesis	Aab
Q8ZK69	Pemease	Transport	Tra
Q8ZK70	Periplasmic protein	Other	Oth
Q8ZK72	Cytoplasmic protein	Other	Oth
Q8ZK73	Transcriptional regulator	Other	Oth
Q8ZK75	Cationic amino acid Transporter	Transport	Tra
Q8ZK77	APC family D-alanine/D-serine/glycine Transport protein	Transport	Tra
Q8ZK78	Cell envelope opacity-associated protein A	Lipid and cell wall metabolism	Lpb
Q8ZK79	Threonine/homoserine exporter RhtA	Transport	Tra
Q8ZK83	Cytoplasmic protein	Other	Oth
Q8ZK84	Outer membrane protein	Lipid and cell wall metabolism	Lpb
Q8ZK94	Acyl-CoA dehydrogenase	Carbon metabolism	Cbn
Q8ZK95	Glutathionylspermidine synthase	Amino acid biosynthesis	Aab
Q8ZKA0	Phage shock protein A	Other	Oth
Q8ZKB7	Entericidin A	Other	Oth
Q8ZKC0	Transporter	Transport	Tra
Q8ZKC1	Suppresses F exclusion of bacteriophage T7	Other	Oth
Q8ZKC4	MerR family bacterial regulatory protein	Other	Oth
Q8ZKC5	MerR family bacterial regulatory protein	Other	Oth
Q8ZKC6	Acetyltransferase	Translation and protein homeostasis	Rib
Q8ZKC7	CopG family helix-turn-helix protein	Other	Oth
Q8ZKC9	AraC-type DNA-binding domain-containing protein	Other	Oth
Q8ZKD4	Component of anaerobic dehydrogenases	Electron Transport chain	Etc
Q8ZKE4	Transcriptional activator of adiA	Other	Oth
Q8ZKF0	Component of formate-dependent nitrite reductase complex	Electron Transport chain	Etc
Q8ZKF2	Formate dependent nitrate reductase	Electron Transport chain	Etc
Q8ZKF4	Formate-dependent nitrite reductase	Electron Transport chain	Etc
Q8ZKG0	LysR family transcriptional regulator	Other	Oth
Q8ZKG2	Xanthine/uracil permease family	Transport	Tra
Q8ZKG7	ABC exporter outer membrane component-like protein	Transport	Tra
Q8ZKG8	Methyl-accepting chemotaxis protein	Flagellum and motility including its regulation	Fla
Q8ZKI8	Soluble lytic murein transglycosylase	Lipid and cell wall metabolism	Lpb
Q8ZKJ2	Phage tail sheath protein	Other	Oth
Q8ZKJ3	Phage tail core protein	Other	Oth
Q8ZKJ4	Phage tail protein	Other	Oth
Q8ZKJ5	Methyl-accepting chemotaxis protein	Flagellum and motility including its regulation	Fla
Q8ZKJ8	Phage baseplate component	Other	Oth
Q8ZKK0	Phage glycosyltransferase	Other	Oth
Q8ZKK2	Phage baseplate protein	Other	Oth
Q8ZKK3	Phage baseplate protein	Other	Oth
Q8ZKK4	Phage tail protein	Other	Oth
Q8ZKK5	Phage tail fiber protein H	Other	Oth
Q8ZKM1	AraC/XylS family regulator	Other	Oth
Q8ZKM3	Pyruvate formate lyase activating enzyme 2 (EC 1.97.1.4)	Carbon metabolism	Cbn
Q8ZKM4	Pyruvate formate lyase II (EC 2.3.1.54)	Carbon metabolism	Cbn
Q8ZKM6	PTS system fructose-like IIC component	Carbon metabolism	Cbn
Q8ZKN6	Arylsulfate sulfotransferase	Carbon metabolism	Cbn
Q8ZKQ7	Mannose-6-phosphate isomerase	Carbon metabolism	Cbn
Q8ZKR1	ADP-ribosylglycohydrolase	Other	Oth
Q8ZKR3	Permease of the Na+:galactoside symporter family	Transport	Tra
Q8ZKS3	HTH cro/C1-type domain-containing protein	Other	Oth
Q8ZKT1	MerR family bacterial regulatory protein	Other	Oth
Q8ZKT2	Acetyl esterase	Carbon metabolism	Cbn
Q8ZKT6	Glycerol-3-phosphate regulon repressor	Other	Oth
Q8ZKU2	Membrane-associated metal-dependent hydrolase	Other	Oth
Q8ZKU7	Endonuclease	Other	Oth
Q8ZKV0	Molybdopterin-guanine dinucleotide biosynthesis protein B	Other	Oth
Q8ZKV2	Arylsulfatase regulator	Other	Oth
Q8ZKV5	GntR family regulatory protein	Other	Oth
Q8ZKV6	MFS family Transport protein	Transport	Tra
Q8ZKV7	Ribose operon repressor	Other	Oth
Q8ZKW5	Regulatory protein AsnC	Other	Oth
Q8ZKW7	Membrane-bound ATP synthase subunit, F1-F0-type proton-ATPase	Electron Transport chain	Etc
Q8ZKW9	Permease	Transport	Tra
Q8ZKX2	Dipeptide/oligopeptide/nickel ABC-type Transport systems	Transport	Tra
Q8ZKX7	Phosphatase/phosphohexomutase	Carbon metabolism	Cbn
Q8ZKX8	Xanthine/uracil permeases family	Transport	Tra
Q8ZKY5	LysR family transcriptional regulator	Other	Oth
Q8ZKY6	Mandelate racemase	Carbon metabolism	Cbn
Q8ZKY7	Permease	Transport	Tra
Q8ZKY9	Galactonate operon transcriptional repressor	Other	Oth
Q8ZKZ2	MFS family D-galactonate Transport protein	Transport	Tra
Q8ZKZ4	TorS/TorR regulatory periplasmic sensor	Other	Oth
Q8ZL09	Gnt family Transport protein	Transport	Tra
Q8ZL10	LysR family transcriptional activator	Other	Oth
Q8ZL12	MFS family multidrug Transport protein	Transport	Tra
Q8ZL20	Sugar (Pentulose and hexulose) kinase	Carbon metabolism	Cbn
Q8ZL21	Fructose-bisphosphate aldolase class-II	Carbon metabolism	Cbn
Q8ZL25	NtrC family transcriptional regulator	Other	Oth
Q8ZL45	LysR family transcriptional regulator	Other	Oth
Q8ZL57	Permease	Transport	Tra
Q8ZL59	Transcriptional regulator	Other	Oth
Q8ZL62	Transcriptional GntR family regulator for lct operon	Other	Oth
Q8ZL68	Glutathione S-transferase	Translation and protein homeostasis	Rib
Q8ZL71	Transcriptional regulator	Other	Oth
Q8ZL74	Arabinose operon regulatory protein	Other	Oth
Q8ZL84	IclR family transcriptional repressor	Other	Oth
Q8ZL85	Oxidoreductase	Electron Transport chain	Etc
Q8ZL89	Xylose operon regulatory protein	Other	Oth
Q8ZLA0	Transcriptional regulator	Other	Oth
Q8ZLA3	Acetyltransferase	Translation and protein homeostasis	Rib
Q8ZLA5	Lipase	Lipid and cell wall metabolism	Lpb
Q8ZLA7	PQQ enzyme repeat protein	Other	Oth
Q8ZLA8	Xanthine permease	Transport	Tra
Q8ZLB3	HAAAP family Transport protein	Transport	Tra
Q8ZLC3	MFS family Transport protein	Transport	Tra
Q8ZLC4	LysR family transcriptional regulator	Other	Oth
Q8ZLC9	GntR family regulatory protein	Other	Oth
Q8ZLD0	Phosphosugar isomerase	Carbon metabolism	Cbn
Q8ZLD1	Sugar kinases	Carbon metabolism	Cbn
Q8ZLD5	Phosphatase	Carbon metabolism	Cbn
Q8ZLE0	ABC-type multidrug Transport system	Transport	Tra
Q8ZLE1	Inner membrane Transport permease YhhJ	Transport	Tra
Q8ZLE3	PerM family permease	Transport	Tra
Q8ZLF1	Homology to death-on-curing protein of phage P1	Other	Oth
Q8ZLG3	Low affinity gluconate permease	Transport	Tra
Q8ZLG8	Bacterial transcriptional regulator	Other	Oth
Q8ZLH6	Transcriptional repressor of the glp operon	Other	Oth
Q8ZLH7	Sigma N (Sigma 54)-dependent regulator of rtcBA expression	Other	Oth
Q8ZLI6	High-affinity gluconate permease in GNT I system	Transport	Tra
Q8ZLI8	DNA utilization protein YhgH (Protein GntX)	Other	Oth
Q8ZLJ1	RNase R	Translation and protein homeostasis	Rib
Q8ZLK2	Transport protein	Transport	Tra
Q8ZLL1	Hydrolase	Carbon metabolism	Cbn
Q8ZLL5	Protein SlyX	Other	Oth
Q8ZLM9	DNA topoisomerase	Other	Oth
Q8ZLN6	Transcriptional repressor for envCD (AcrEF)	Other	Oth
Q8ZLP4	Protease	Translation and protein homeostasis	Rib
Q8ZLP7	GntR family regulatory protein	Other	Oth
Q8ZLP8	GntR family regulatory protein	Other	Oth
Q8ZLP9	Cation Transporter	Transport	Tra
Q8ZLQ5	Stringent starvation protein A	Other	Oth
Q8ZLS2	CacA family Na:Ca Transport protein	Transport	Tra
Q8ZLT8	Luciferase-like monooxygenase	Other	Oth
Q8ZLU1	Nucleoside-diphosphate-sugar epimerase	Carbon metabolism	Cbn
Q8ZLU6	Transcriptional regulator of sugar metabolism	Other	Oth
Q8ZLV4	Phosphofructokinase	Carbon metabolism	Cbn
Q8ZLV5	Aga operon transcriptional repressor	Other	Oth
Q8ZLW0	Transcriptional activator of tdc operon	Other	Oth
Q8ZLW7	LysR family transcriptional regulator	Other	Oth
Q8ZLW8	Glutathione S-transferase	Translation and protein homeostasis	Rib
Q8ZLX3	Dehydrogenase	Carbon metabolism	Cbn
Q8ZLY0	Transcriptional regulator	Other	Oth
Q8ZLY1	Transporter	Transport	Tra
Q8ZLZ1	Arylsulfate sulfotransferase	Carbon metabolism	Cbn
Q8ZLZ2	Arylsulfate sulfotransferase	Carbon metabolism	Cbn
Q8ZLZ7	Esterase	Lipid and cell wall metabolism	Lpb
Q8ZM04	Diadenosine tetraphosphate (Ap4A) hydrolase	Translation and protein homeostasis	Rib
Q8ZM05	Cation Transporter	Transport	Tra
Q8ZM08	AraC/XylS family transcriptional regulator	Other	Oth
Q8ZM12	ATP-dependent RNA helicase-like protein	Translation and protein homeostasis	Rib
Q8ZM13	UPF0114 protein YqhA	Other	Oth
Q8ZM15	Cytochrome Ni/Fe component of hydrogenase-2	Electron Transport chain	Etc
Q8ZM18	Hydrogenase	Electron Transport chain	Etc
Q8ZM19	Ferrichrome-binding periplasmic protein	Transport	Tra
Q8ZM21	Glutathione S-transferase	Translation and protein homeostasis	Rib
Q8ZM22	Methyl-accepting chemotaxis protein	Flagellum and motility including its regulation	Fla
Q8ZM24	Amidohydrolase	Carbon metabolism	Cbn
Q8ZM25	Xylanase	Carbon metabolism	Cbn
Q8ZM30	Amino acid Transporter	Transport	Tra
Q8ZM32	Response regulator	Other	Oth
Q8ZM33	Arylsulfatase regulator	Other	Oth
Q8ZM48	Bacterial type II secretion system protein E domain-containing protein	Flagellum and motility including its regulation	Fla
Q8ZM49	Transcriptional regulator	Other	Oth
Q8ZM53	DNA-specific endonuclease I (EC 3.1.21.1)	Other	Oth
Q8ZM57	GntR family regulatory protein	Other	Oth
Q8ZM58	Mannitol dehydrogenase	Carbon metabolism	Cbn
Q8ZM59	Zinc-binding dehydrogenase	Carbon metabolism	Cbn
Q8ZM61	Mannitol dehydrogenase	Carbon metabolism	Cbn
Q8ZM62	Hydrolase or acyltransferase	Carbon metabolism	Cbn
Q8ZM83	Metalloendopeptidase	Other	Oth
Q8ZM87	Ail and ompX-like protein	Other	Oth
Q8ZM89	Fimbrial-like protein	Flagellum and motility including its regulation	Fla
Q8ZM91	Fimbrial chaparone protein	Flagellum and motility including its regulation	Fla
Q8ZM96	LysR family transcriptional regulator	Other	Oth
Q8ZMA3	Transcriptional regulator	Other	Oth
Q8ZMA6	Protein tas	Other	Oth
Q8ZMA7	POT family peptide Transport protein	Transport	Tra
Q8ZMB0	Prepilin peptidase dependent protein A	Flagellum and motility including its regulation	Fla
Q8ZMB1	Prepilin peptidase dependent protein B	Flagellum and motility including its regulation	Fla
Q8ZMB3	Prepilin peptidase dependent protein C	Flagellum and motility including its regulation	Fla
Q8ZMD6	MFS superfamily D-glucarate permease	Transport	Tra
Q8ZMD7	MFS superfamily D-glucarate permease	Transport	Tra
Q8ZME8	Transposase	Other	Oth
Q8ZMF4	Aminopeptidase in alkaline phosphatase isozyme conversion (EC 3.4.11.-)	Translation and protein homeostasis	Rib
Q8ZMG2	Transcriptional regulator	Other	Oth
Q8ZMG3	Regulatory protein, deoR family	Other	Oth
Q8ZMG6	Endonuclease	Other	Oth
Q8ZMG7	Nucleoside-diphosphate-sugar epimerase	Carbon metabolism	Cbn
Q8ZMG8	Permease	Transport	Tra
Q8ZMG9	LysR family transcriptional regulator	Other	Oth
Q8ZMH0	Permease	Transport	Tra
Q8ZMH5	ABC-type Transport system	Transport	Tra
Q8ZMI5	Hydrogenase expression/formation protein	Electron Transport chain	Etc
Q8ZMI6	Hydrogenase maturation factor	Electron Transport chain	Etc
Q8ZMI8	Hydrogenase 3, membrane subunit	Electron Transport chain	Etc
Q8ZMI9	Hydrogenase 3, membrane subunit	Electron Transport chain	Etc
Q8ZMJ2	Protein for processing of HycE	Electron Transport chain	Etc
Q8ZMK7	Glycoporin	Other	Oth
Q8ZML3	GntR family regulatory protein	Other	Oth
Q8ZML7	Rhodanese-related sulfurtransferase	Other	Oth
Q8ZML8	ArsR family regulatory protein	Other	Oth
Q8ZML9	Potassium binding protein Kbp	Transport	Tra
Q8ZMM0	RpoS dependent gamma-aminobutyrate Transport protein	Transport	Tra
Q8ZMM6	Transcription activator	Other	Oth
Q8ZMM7	VirK-like protein	Other	Oth
Q8ZMN1	Hydrolase of the alpha/beta superfamily	Carbon metabolism	Cbn
Q8ZMN2	Enterochelin esterase-like protein (Fes)	Other	Oth
Q8ZMN4	Glycosyl transferase	Lipid and cell wall metabolism	Lpb
Q8ZMN5	Transposase	Other	Oth
Q8ZMN6	Transposase	Other	Oth
Q8ZMN7	Superfamily I DNA and RNA helicase	Other	Oth
Q8ZMN9	Transposase	Other	Oth
Q8ZMP0	Integrase core domain protein	Other	Oth
Q8ZMP1	Integrase	Other	Oth
Q8ZMP4	Integrase	Other	Oth
Q8ZMP5	Dipeptide/oligopeptide/nickel ABC-type Transport systems, periplasmic component	Transport	Tra
Q8ZMQ0	Hexulose 6 phosphate synthase	Carbon metabolism	Cbn
Q8ZMQ1	Dehydrogenase	Carbon metabolism	Cbn
Q8ZMQ6	Transcriptional regulator	Other	Oth
Q8ZMQ8	Excinuclease ATPase subunit	Other	Oth
Q8ZMR4	Fels-2 prophage protein	Other	Oth
Q8ZMR5	Fels-2 prophage protein	Other	Oth
Q8ZMR6	Fels-2 prophage protein	Other	Oth
Q8ZMR7	Fels-2 prophage protein	Other	Oth
Q8ZMR8	Fels-2 prophage protein	Other	Oth
Q8ZMR9	Fels-2 prophage protein	Other	Oth
Q8ZMS0	Fels-2 prophage protein	Other	Oth
Q8ZMS1	Fels-2 prophage protein	Other	Oth
Q8ZMS2	Fels-2 prophage protein	Other	Oth
Q8ZMS5	Fels-2 prophage protein	Other	Oth
Q8ZMS6	Fels-2 prophage protein	Other	Oth
Q8ZMS7	Fels-2 prophage protein	Other	Oth
Q8ZMS8	Fels-2 prophage protein	Other	Oth
Q8ZMS9	Fels-2 prophage protein	Other	Oth
Q8ZMT0	Fels-2 prophage protein	Other	Oth
Q8ZMT1	Fels-2 prophage protein	Other	Oth
Q8ZMT2	Fels-2 prophage protein	Other	Oth
Q8ZMT3	Fels-2 prophage protein	Other	Oth
Q8ZMT4	Fels-2 prophage protein	Other	Oth
Q8ZMT5	Fels-2 prophage protein	Other	Oth
Q8ZMT6	Fels-2 prophage protein	Other	Oth
Q8ZMT8	Fels-2 prophage protein	Other	Oth
Q8ZMT9	Fels-2 prophage protein	Other	Oth
Q8ZMU0	Fels-2 prophage protein	Other	Oth
Q8ZMU1	Fels-2 prophage protein	Other	Oth
Q8ZMU2	Fels-2 prophage protein	Other	Oth
Q8ZMU3	Fels-2 prophage protein	Other	Oth
Q8ZMU4	Fels-2 prophage protein	Other	Oth
Q8ZMU5	Fels-2 prophage protein	Other	Oth
Q8ZMU6	Fels-2 prophage protein	Other	Oth
Q8ZMU7	Fels-2 prophage protein	Other	Oth
Q8ZMU8	Fels-2 prophage protein	Other	Oth
Q8ZMU9	Fels-2 prophage protein	Other	Oth
Q8ZMV0	Fels-2 prophage protein	Other	Oth
Q8ZMV1	Fels-2 prophage protein	Other	Oth
Q8ZMV2	Fels-2 prophage protein	Other	Oth
Q8ZMV3	Fels-2 prophage protein	Other	Oth
Q8ZMV4	Fels-2 prophage protein	Other	Oth
Q8ZMV5	Fels-2 prophage protein	Other	Oth
Q8ZMV6	Fels-2 prophage protein	Other	Oth
Q8ZMV7	Membrane fusion protein (MFP) family protein	Transport	Tra
Q8ZMV9	Outer membrane efflux protein	Transport	Tra
Q8ZMW4	Diguanylate cyclase/phosphodiesterase	Other	Oth
Q8ZMX3	tRNA-uridine aminocarboxypropyltransferase (EC 2.5.1.25)	Translation and protein homeostasis	Rib
Q8ZMX6	LysR family transcriptional regulator	Other	Oth
Q8ZMY1	Gifsy-1 prophage protein	Other	Oth
Q8ZMY2	Gifsy-1 prophage protein	Other	Oth
Q8ZMY3	Gifsy-1 prophage protein	Other	Oth
Q8ZMY4	Gifsy-1 prophage protein	Other	Oth
Q8ZMY5	Gifsy-1 prophage protein	Other	Oth
Q8ZMY6	Gifsy-1 prophage	Other	Oth
Q8ZMY7	Gifsy-1 prophage protein	Other	Oth
Q8ZMY8	Gifsy-1 prophage protein	Other	Oth
Q8ZMZ0	Gifsy-1 prophage protein	Other	Oth
Q8ZMZ1	Gifsy-1 prophage protein	Other	Oth
Q8ZMZ2	Gifsy-1 prophage protein	Other	Oth
Q8ZMZ3	Gifsy-1 prophage protein	Other	Oth
Q8ZMZ4	Gifsy-1 prophage protein	Other	Oth
Q8ZMZ5	Gifsy-1 prophage protein	Other	Oth
Q8ZMZ6	Gifsy-1 prophage protein	Other	Oth
Q8ZMZ7	Gifsy-1 prophage protein	Other	Oth
Q8ZMZ8	Gifsy-1 prophage protein	Other	Oth
Q8ZMZ9	Gifsy-1 prophage protein	Other	Oth
Q8ZN00	Gifsy-1 prophage protein	Other	Oth
Q8ZN01	Gifsy-1 prophage	Other	Oth
Q8ZN02	Gifsy-1 prophage protein	Other	Oth
Q8ZN03	Gifsy-1 prophage protein	Other	Oth
Q8ZN04	Gifsy-1 prophage protein	Other	Oth
Q8ZN05	Gifsy-1 prophage protein	Other	Oth
Q8ZN06	Gifsy-1 prophage protein	Other	Oth
Q8ZN07	Gifsy-1 prophage protein	Other	Oth
Q8ZN08	Gifsy-1 prophage protein	Other	Oth
Q8ZN09	Gifsy-1 prophage protein	Other	Oth
Q8ZN10	Gifsy-1 prophage protein	Other	Oth
Q8ZN11	Gifsy-1 prophage protein	Other	Oth
Q8ZN12	Gifsy-1 prophage protein	Other	Oth
Q8ZN13	Gifsy-1 prophage protein	Other	Oth
Q8ZN14	Gifsy-1 prophage protein	Other	Oth
Q8ZN15	Gifsy-1 prophage protein	Other	Oth
Q8ZN16	Gifsy-1 prophage protein	Other	Oth
Q8ZN17	Gifsy-1 prophage protein	Other	Oth
Q8ZN18	Gifsy-1 prophage leucine-rich repeat protein	Other	Oth
Q8ZN20	Ferredoxin	Electron Transport chain	Etc
Q8ZN21	LysR family transcriptional regulator	Other	Oth
Q8ZN24	ABC superfamily Transport protein	Transport	Tra
Q8ZN31	Transcriptional regulator of two-component regulator protein (EBP family)	Other	Oth
Q8ZN46	Alpha-2-macroglobulin	Other	Oth
Q8ZN49	Anaerobic dimethylsulfoxide reductase	Electron Transport chain	Etc
Q8ZN50	Dimethylsulfoxide reductase	Electron Transport chain	Etc
Q8ZN51	Polyferredoxin	Electron Transport chain	Etc
Q8ZN61	IS3-like transposase	Other	Oth
Q8ZN69	Glycerate kinase	Carbon metabolism	Cbn
Q8ZN70	Glycine cleavage system transcriptional repressor	Other	Oth
Q8ZN76	Glutaredoxin family protein	Translation and protein homeostasis	Rib
Q8ZN91	Na+-dependent Transporter	Transport	Tra
Q8ZN95	MFS superfamily xanthosine permease	Transport	Tra
Q8ZN96	Regulator for XapA	Other	Oth
Q8ZNA4	Transport	Transport	Tra
Q8ZNA8	Phosphohistidine phosphatase (EC 3.1.3.-)	Other	Oth
Q8ZNB6	Putative helix-turn-helix regulatory protein	Other	Oth
Q8ZNC7	Amino acid Transporter	Transport	Tra
Q8ZNC8	Sugar nucleotide epimerase	Carbon metabolism	Cbn
Q8ZNC9	Glutathione S-transferase	Translation and protein homeostasis	Rib
Q8ZND1	Transcriptional regulator	Other	Oth
Q8ZNE5	von Willebrand factor, vWF type A domain protein	Other	Oth
Q8ZNF7	CinA-like protein	Other	Oth
Q8ZNF8	Transcriptional regulator	Other	Oth
Q8ZNG1	Cytoplasmic protein	Other	Oth
Q8ZNG8	LysR family transcriptional regulator	Other	Oth
Q8ZNG9	GntR family regulatory protein	Other	Oth
Q8ZNH0	Permease	Transport	Tra
Q8ZNH1	Dehydratase protein	Carbon metabolism	Cbn
Q8ZNH7	Ferredoxin-type protein NapG	Electron Transport chain	Etc
Q8ZNH8	Ferredoxin-type protein	Electron Transport chain	Etc
Q8ZNI3	Tail fiber protein of phage	Other	Oth
Q8ZNI4	Tail fiber protein of phage	Other	Oth
Q8ZNI6	Phage protein	Other	Oth
Q8ZNI7	Phage protein	Other	Oth
Q8ZNI9	Phage protein	Other	Oth
Q8ZNJ0	Phage protein	Other	Oth
Q8ZNJ1	Tail fiber assembly protein	Other	Oth
Q8ZNJ3	Acetylation of the O-antigen (LPS)	Lipid and cell wall metabolism	Lpb
Q8ZNJ4	SsrB-regulated factor	Other	Oth
Q8ZNK8	LysR family transcriptional regulator	Other	Oth
Q8ZNK9	APC family lysine-specific permease	Transport	Tra
Q8ZNL4	Transcriptional regulator	Other	Oth
Q8ZNL9	Vancomycin sensitivity protein	Other	Oth
Q8ZNM5	Oxidoreductase UcpA	Electron Transport chain	Etc
Q8ZNN3	16.9 kd lipoprotein	Lipid and cell wall metabolism	Lpb
Q8ZNN6	Periplasmic chaperone protein	Translation and protein homeostasis	Rib
Q8ZNN9	Sugar kinase	Carbon metabolism	Cbn
Q8ZNP0	Glycohydrolase	Lipid and cell wall metabolism	Lpb
Q8ZNP3	Tir chaperone	Flagellum and motility including its regulation	Fla
Q8ZNQ7	Suppressor of ompF assembly mutants	Other	Oth
Q8ZNS3	Branched chain amino acid Transport protein	Transport	Tra
Q8ZNS4	Endoprotease	Translation and protein homeostasis	Rib
Q8ZNS9	Hydrolase	Other	Oth
Q8ZNT2	Permease	Transport	Tra
Q8ZNT6	50S ribosomal protein	Translation and protein homeostasis	Rib
Q8ZNU1	Cell wall-associated hydrolase	Lipid and cell wall metabolism	Lpb
Q8ZNU2	Glucose-6-phosphate dehydrogenase	Carbon metabolism	Cbn
Q8ZNU6	Ribose 5-phosphate isomerase (EC 5.3.1.6)	Carbon metabolism	Cbn
Q8ZNU7	Intracellular protease/amidase	Translation and protein homeostasis	Rib
Q8ZNW1	HTH-type transcriptional regulator HexR	Other	Oth
Q8ZNW6	DNA damage-inducible gene in SOS regulon, dependent on cyclic AMP and H-NS	Other	Oth
Q8ZNW9	Protease II (EC 3.4.21.83)	Translation and protein homeostasis	Rib
Q8ZNX0	Amidohydrolase	Carbon metabolism	Cbn
Q8ZNX5	Phage integrase protein	Other	Oth
Q8ZNX6	RecE-like protein	Other	Oth
Q8ZNX7	Glycoside hydrolase family 19 protein	Carbon metabolism	Cbn
Q8ZNX8	Phage-tail assembly protein-like protein	Other	Oth
Q8ZNY3	Mutator family transposase	Other	Oth
Q8ZNY6	Acetyltransferase	Translation and protein homeostasis	Rib
Q8ZNZ6	Transport protein	Transport	Tra
Q8ZNZ7	HTH-type transcriptional regulator KdgR	Other	Oth
Q8ZNZ9	23S rRNA m1G745 methyltransferase	Translation and protein homeostasis	Rib
Q8ZP25	Thiol-disulfide isomerase and thioredoxin	Translation and protein homeostasis	Rib
Q8ZP32	CaCA family, sodium-calcium/proton antiporter	Transport	Tra
Q8ZP33	Invasin	Flagellum and motility including its regulation	Fla
Q8ZP47	Voltage-gated potassium channel	Transport	Tra
Q8ZP48	Putative double-stranded DNA mimic protein YciU	Other	Oth
Q8ZP58	Diguanylate cyclase/phosphodiesterase domain 2	Other	Oth
Q8ZP59	Transcription activator	Other	Oth
Q8ZP60	Phage shock protein	Other	Oth
Q8ZP61	Phage shock protein	Other	Oth
Q8ZP62	Phage shock protein	Other	Oth
Q8ZP63	ATPase	Other	Oth
Q8ZP69	2'-hydroxyisoflavone reductase	Carbon metabolism	Cbn
Q8ZP70	LysR family transcriptional regulator	Other	Oth
Q8ZP72	Short-chain alcohol dehydrogenase	Carbon metabolism	Cbn
Q8ZP73	AraC family bacterial regulatory helix-turn-helix protein	Other	Oth
Q8ZP76	Bacterial regulatory helix-turn-helix protein, araC family	Other	Oth
Q8ZP77	Serine/threonine protein kinase	Other	Oth
Q8ZP78	Invasin-like protein intimin	Flagellum and motility including its regulation	Fla
Q8ZP80	Thiol peroxidase	Translation and protein homeostasis	Rib
Q8ZP82	Transcriptional regulator	Other	Oth
Q8ZP90	Reverse transcriptase	Other	Oth
Q8ZP98	SAM-dependent methyltransferase	Translation and protein homeostasis	Rib
Q8ZPA7	Transcriptional repressor FrmR	Other	Oth
Q8ZPB0	LysR family transcriptional regulator	Other	Oth
Q8ZPB2	Carboxylic ester hydrolase (EC 3.1.1.-)	Lipid and cell wall metabolism	Lpb
Q8ZPB8	Nucleoside triphosphatase	Translation and protein homeostasis	Rib
Q8ZPC0	Acetyl transferase (EC 2.3.1.-)	Translation and protein homeostasis	Rib
Q8ZPC1	Nucleoside-diphosphate-sugar pyrophosphorylases	Carbon metabolism	Cbn
Q8ZPC3	Methyltransferase	Translation and protein homeostasis	Rib
Q8ZPC5	Benzoate membrane Transport protein	Transport	Tra
Q8ZPC7	Collagenase (EC 3.4.-.-)	Lipid and cell wall metabolism	Lpb
Q8ZPC8	GntR family regulatory protein	Other	Oth
Q8ZPD4	NADP-dependent oxidoreductase	Carbon metabolism	Cbn
Q8ZPD5	Outer membrane receptor	Transport	Tra
Q8ZPE2	Transcriptional regulator, TetR family	Other	Oth
Q8ZPE4	Permease	Transport	Tra
Q8ZPF4	Na+/H+ antiporter	Transport	Tra
Q8ZPG0	Translation initiation inhibitor	Translation and protein homeostasis	Rib
Q8ZPG1	S-adenosylmethionine:tRNA-ribosyltransferase-isomerase	Translation and protein homeostasis	Rib
Q8ZPG2	MarR-family transcriptional regulator	Other	Oth
Q8ZPG4	Multidrug efflux protein	Transport	Tra
Q8ZPG6	Transport protein	Transport	Tra
Q8ZPG7	Zinc-binding dehydrogenase	Carbon metabolism	Cbn
Q8ZPG8	Hydrolase	Carbon metabolism	Cbn
